infinitive_spanish,infinitive_english,mood_spanish,mood_english,tense_spanish,tense_english,form_1ps_spanish,form_1ps_english,form_2ps_spanish,form_2ps_english,form_3ps_spanish,form_3ps_english,form_1pp_spanish,form_1pp_english,form_2pp_spanish,form_2pp_english,form_3pp_spanish,form_3pp_english,gerund_spanish,gerund_english,past_participle_spanish,past_participle_english
lamentar,"to lament, regret, feel sorry about",subjuntivo,subjunctive,pluscuamperfecto,past perfect,hubiera lamentado,I had lamented,hubieras lamentado,you had lareented,hubiera lamentado,he/she had lisented,hubiéramos lamentado,we had lareented,hubierais lamentado,you had lareented,hubieran lamentado,they had lareented,lamentando,lamenting,lamentado,lamented
lamentar,"to lament, regret, feel sorry about",imperativo_afirmativo,imperative_affirmative,presente,present,,,lamenta,Lareent!,lamentad,,,,lamente,,lamenten,,lamentando,lamenting,lamentado,lamented
lamentar,"to lament, regret, feel sorry about",imperativo_negativo,imperative_negative,presente,present,,,no lamentes,Don't lareent!,no lamentéis,,,,no lamente,,no lamenten,,lamentando,lamenting,lamentado,lamented
lanzar,"to throw, hurl, cast, fling",indicativo,indicative,presente,present,lanzo,"I throw, am throwing",lanzas,"you throw, are throwing",lanza,"he/she throw, is throwing",lanzamos,"we throw, are throwing",lanzáis,"you throw, are throwing",lanzan,"they throw, are throwing",lanzando,throwing,lanzado,thrown
lanzar,"to throw, hurl, cast, fling",indicativo,indicative,futuro,future,lanzaré,I will throw,lanzarás,you will throw,lanzará,he/she will throw,lanzaremos,we will throw,lanzaréis,you will throw,lanzarán,they will throw,lanzando,throwing,lanzado,thrown
lanzar,"to throw, hurl, cast, fling",indicativo,indicative,imperfecto,imperfect,lanzaba,"I was throwing, used to throw, threw",lanzabas,"you were throwing, used to throw, threw",lanzaba,"he/she was throwing, used to throw, threw",lanzábamos,"we were throwing, used to throw, threw",lanzabais,"you were throwing, used to throw, threw",lanzaban,"they were throwing, used to throw, threw",lanzando,throwing,lanzado,thrown
lanzar,"to throw, hurl, cast, fling",indicativo,indicative,pretérito,preterite,lancé,I threw,lanzaste,you threw,lanzó,he/she threw,lanzamos,we threw,lanzasteis,you threw,lanzaron,they threw,lanzando,throwing,lanzado,thrown
lanzar,"to throw, hurl, cast, fling",indicativo,indicative,condicional,conditional,lanzaría,I would throw,lanzarías,you would throw,lanzaría,he/she would throw,lanzaríamos,we would throw,lanzaríais,you would throw,lanzarían,they would throw,lanzando,throwing,lanzado,thrown
lanzar,"to throw, hurl, cast, fling",indicativo,indicative,presente perfecto,present perfect,he lanzado,I have thrown,has lanzado,you have thrown,ha lanzado,he/she has thrown,hemos lanzado,we have thrown,habéis lanzado,you have thrown,han lanzado,they have thrown,lanzando,throwing,lanzado,thrown
lanzar,"to throw, hurl, cast, fling",indicativo,indicative,futuro perfecto,future perfect,habré lanzado,I will have thrown,habrás lanzado,you will have thrown,habrá lanzado,he/she will has thrown,habremos lanzado,we will have thrown,habréis lanzado,you will have thrown,habrán lanzado,they will have thrown,lanzando,throwing,lanzado,thrown
lanzar,"to throw, hurl, cast, fling",indicativo,indicative,pluscuamperfecto,past perfect,había lanzado,I had thrown,habías lanzado,you had thrown,había lanzado,he/she had thrown,habíamos lanzado,we had thrown,habíais lanzado,you had thrown,habían lanzado,they had thrown,lanzando,throwing,lanzado,thrown
lanzar,"to throw, hurl, cast, fling",indicativo,indicative,pretérito anterior,preterite (archaic),hube lanzado,I had thrown,hubiste lanzado,you had thrown,hubo lanzado,he/she had thrown,hubimos lanzado,we had thrown,hubisteis lanzado,you had thrown,hubieron lanzado,they had thrown,lanzando,throwing,lanzado,thrown
lanzar,"to throw, hurl, cast, fling",indicativo,indicative,condicional perfecto,conditional perfect,habría lanzado,I would have thrown,habrías lanzado,you would have thrown,habría lanzado,he/she would has thrown,habríamos lanzado,we would have thrown,habríais lanzado,you would have thrown,habrían lanzado,they would have thrown,lanzando,throwing,lanzado,thrown
lanzar,"to throw, hurl, cast, fling",subjuntivo,subjunctive,presente,present,lance,"I throw, am throwing",lances,"you throw, are throwing",lance,"he/she throw, is throwing",lancemos,"we throw, are throwing",lancéis,"you throw, are throwing",lancen,"they throw, are throwing",lanzando,throwing,lanzado,thrown
lanzar,"to throw, hurl, cast, fling",subjuntivo,subjunctive,imperfecto,imperfect,lanzara,"I threw, was throwing",lanzaras,"you threw, were throwing",lanzara,"he/she threw, was throwing",lanzáramos,"we threw, were throwing",lanzarais,"you threw, were throwing",lanzaran,"they threw, were throwing",lanzando,throwing,lanzado,thrown
lanzar,"to throw, hurl, cast, fling",subjuntivo,subjunctive,futuro,future,lanzare,I will throw,lanzares,you will throw,lanzare,he/she will throw,lanzáremos,we will throw,lanzareis,you will throw,lanzaren,they will throw,lanzando,throwing,lanzado,thrown
lanzar,"to throw, hurl, cast, fling",subjuntivo,subjunctive,presente perfecto,present perfect,haya lanzado,"I have thrown, threw",hayas lanzado,"you have thrown, threw",haya lanzado,"he/she has thrown, threw",hayamos lanzado,"we have thrown, threw",hayáis lanzado,"you have thrown, threw",hayan lanzado,"they have thrown, threw",lanzando,throwing,lanzado,thrown
lanzar,"to throw, hurl, cast, fling",subjuntivo,subjunctive,futuro perfecto,future perfect,hubiere lanzado,I will have thrown,hubieres lanzado,you will have thrown,hubiere lanzado,he/she will has thrown,hubiéremos lanzado,we will have thrown,hubiereis lanzado,you will have thrown,hubieren lanzado,they will have thrown,lanzando,throwing,lanzado,thrown
lanzar,"to throw, hurl, cast, fling",subjuntivo,subjunctive,pluscuamperfecto,past perfect,hubiera lanzado,I had thrown,hubieras lanzado,you had thrown,hubiera lanzado,he/she had thrown,hubiéramos lanzado,we had thrown,hubierais lanzado,you had thrown,hubieran lanzado,they had thrown,lanzando,throwing,lanzado,thrown
lanzar,"to throw, hurl, cast, fling",imperativo_afirmativo,imperative_affirmative,presente,present,,,lanza,Throw!,lanzad,,,,lance,,lancen,,lanzando,throwing,lanzado,thrown
lanzar,"to throw, hurl, cast, fling",imperativo_negativo,imperative_negative,presente,present,,,no lances,Don't throw!,no lancéis,,,,no lance,,no lancen,,lanzando,throwing,lanzado,thrown
lastimar,"to hurt, injure, harm; to pity; to move to pity",indicativo,indicative,presente,present,lastimo,"I hurt, am hurting",lastimas,"you hurt, are hurting",lastima,"he/she hurt, is hurting",lastimamos,"we hurt, are hurting",lastimáis,"you hurt, are hurting",lastiman,"they hurt, are hurting",lastimando,hurting,lastimado,hurt
lastimar,"to hurt, injure, harm; to pity; to move to pity",indicativo,indicative,futuro,future,lastimaré,I will hurt,lastimarás,you will hurt,lastimará,he/she will hurt,lastimaremos,we will hurt,lastimaréis,you will hurt,lastimarán,they will hurt,lastimando,hurting,lastimado,hurt
lastimar,"to hurt, injure, harm; to pity; to move to pity",indicativo,indicative,imperfecto,imperfect,lastimaba,"I was hurting, used to hurt, hurt",lastimabas,"you were hurting, used to hurt, hurt",lastimaba,"he/she was hurting, used to hurt, hurt",lastimábamos,"we were hurting, used to hurt, hurt",lastimabais,"you were hurting, used to hurt, hurt",lastimaban,"they were hurting, used to hurt, hurt",lastimando,hurting,lastimado,hurt
lastimar,"to hurt, injure, harm; to pity; to move to pity",indicativo,indicative,pretérito,preterite,lastimé,I hurt,lastimaste,you hurt,lastimó,he/she hurt,lastimamos,we hurt,lastimasteis,you hurt,lastimaron,they hurt,lastimando,hurting,lastimado,hurt
lastimar,"to hurt, injure, harm; to pity; to move to pity",indicativo,indicative,condicional,conditional,lastimaría,I would hurt,lastimarías,you would hurt,lastimaría,he/she would hurt,lastimaríamos,we would hurt,lastimaríais,you would hurt,lastimarían,they would hurt,lastimando,hurting,lastimado,hurt
lastimar,"to hurt, injure, harm; to pity; to move to pity",indicativo,indicative,presente perfecto,present perfect,he lastimado,I have hurt,has lastimado,you have hurt,ha lastimado,he/she has hurt,hemos lastimado,we have hurt,habéis lastimado,you have hurt,han lastimado,they have hurt,lastimando,hurting,lastimado,hurt
lastimar,"to hurt, injure, harm; to pity; to move to pity",indicativo,indicative,futuro perfecto,future perfect,habré lastimado,I will have hurt,habrás lastimado,you will have hurt,habrá lastimado,he/she will has hurt,habremos lastimado,we will have hurt,habréis lastimado,you will have hurt,habrán lastimado,they will have hurt,lastimando,hurting,lastimado,hurt
lastimar,"to hurt, injure, harm; to pity; to move to pity",indicativo,indicative,pluscuamperfecto,past perfect,había lastimado,I had hurt,habías lastimado,you had hurt,había lastimado,he/she had hurt,habíamos lastimado,we had hurt,habíais lastimado,you had hurt,habían lastimado,they had hurt,lastimando,hurting,lastimado,hurt
lastimar,"to hurt, injure, harm; to pity; to move to pity",indicativo,indicative,pretérito anterior,preterite (archaic),hube lastimado,I had hurt,hubiste lastimado,you had hurt,hubo lastimado,he/she had hurt,hubimos lastimado,we had hurt,hubisteis lastimado,you had hurt,hubieron lastimado,they had hurt,lastimando,hurting,lastimado,hurt
lastimar,"to hurt, injure, harm; to pity; to move to pity",indicativo,indicative,condicional perfecto,conditional perfect,habría lastimado,I would have hurt,habrías lastimado,you would have hurt,habría lastimado,he/she would has hurt,habríamos lastimado,we would have hurt,habríais lastimado,you would have hurt,habrían lastimado,they would have hurt,lastimando,hurting,lastimado,hurt
lastimar,"to hurt, injure, harm; to pity; to move to pity",subjuntivo,subjunctive,presente,present,lastime,"I hurt, am hurting",lastimes,"you hurt, are hurting",lastime,"he/she hurt, is hurting",lastimemos,"we hurt, are hurting",lastiméis,"you hurt, are hurting",lastimen,"they hurt, are hurting",lastimando,hurting,lastimado,hurt
lastimar,"to hurt, injure, harm; to pity; to move to pity",subjuntivo,subjunctive,imperfecto,imperfect,lastimara,"I hurt, was hurting",lastimaras,"you hurt, were hurting",lastimara,"he/she hurt, was hurting",lastimáramos,"we hurt, were hurting",lastimarais,"you hurt, were hurting",lastimaran,"they hurt, were hurting",lastimando,hurting,lastimado,hurt
lastimar,"to hurt, injure, harm; to pity; to move to pity",subjuntivo,subjunctive,futuro,future,lastimare,I will hurt,lastimares,you will hurt,lastimare,he/she will hurt,lastimáremos,we will hurt,lastimareis,you will hurt,lastimaren,they will hurt,lastimando,hurting,lastimado,hurt
lastimar,"to hurt, injure, harm; to pity; to move to pity",subjuntivo,subjunctive,presente perfecto,present perfect,haya lastimado,"I have hurt, hurt",hayas lastimado,"you have hurt, hurt",haya lastimado,"he/she has hurt, hurt",hayamos lastimado,"we have hurt, hurt",hayáis lastimado,"you have hurt, hurt",hayan lastimado,"they have hurt, hurt",lastimando,hurting,lastimado,hurt
lastimar,"to hurt, injure, harm; to pity; to move to pity",subjuntivo,subjunctive,futuro perfecto,future perfect,hubiere lastimado,I will have hurt,hubieres lastimado,you will have hurt,hubiere lastimado,he/she will has hurt,hubiéremos lastimado,we will have hurt,hubiereis lastimado,you will have hurt,hubieren lastimado,they will have hurt,lastimando,hurting,lastimado,hurt
lastimar,"to hurt, injure, harm; to pity; to move to pity",subjuntivo,subjunctive,pluscuamperfecto,past perfect,hubiera lastimado,I had hurt,hubieras lastimado,you had hurt,hubiera lastimado,he/she had hurt,hubiéramos lastimado,we had hurt,hubierais lastimado,you had hurt,hubieran lastimado,they had hurt,lastimando,hurting,lastimado,hurt
lastimar,"to hurt, injure, harm; to pity; to move to pity",imperativo_afirmativo,imperative_affirmative,presente,present,,,lastima,Hurt!,lastimad,,,,lastime,,lastimen,,lastimando,hurting,lastimado,hurt
lastimar,"to hurt, injure, harm; to pity; to move to pity",imperativo_negativo,imperative_negative,presente,present,,,no lastimes,Don't hurt!,no lastiméis,,,,no lastime,,no lastimen,,lastimando,hurting,lastimado,hurt
lavar,to wash,indicativo,indicative,presente,present,lavo,"I wash, am washing",lavas,"you wereh, are werehing",lava,"he/she wash, is washing",lavamos,"we wereh, are werehing",laváis,"you wereh, are werehing",lavan,"they wereh, are werehing",lavando,washing,lavado,washed
